filename,prompt,clip_score
000000474344_generated.png,A man holds a bat while a woman watches.,0.3051498031616211
000000329455_generated.png,A very large pizza on a wooden table .,0.2874879264831543
000000132375_generated.png,a glass vase with three pink flowers and a drink,0.33247379302978514
000000268375_generated.png,A herd of gray elephants standing next to each other on a block of cement.,0.32920372009277343
000000287959_generated.png,a sandwich that has something green and red in it,0.3124803924560547
000000233825_generated.png,"A den with a couch, table, book shelf and a television.",0.29977577209472656
000000065485_generated.png,A dog driving an SUV in an open grass covered field.,0.3719239044189453
000000369037_generated.png,A man standing next to an elephant with a long trunk.,0.2788186454772949
000000288862_generated.png,A man performing a trick on a ledge on a skateboard.,0.34742137908935544
000000003553_generated.png,a person skating on some pieces of wood,0.3143979263305664
000000351331_generated.png,a small pepperoni pizza next to a fork,0.3139693069458008
000000021903_generated.png,A man is leaning over a fence offering food to an elephant/,0.32442302703857423
000000140640_generated.png,A group of women wearing hats while standing at a dessert table.,0.3625838088989258
000000573094_generated.png,"A room with chair, bicycle, television and a Christmas tree.",0.2693844985961914
000000340930_generated.png,Closeup of a cup holding scissors and other pens and pencils.,0.32023231506347655
000000412286_generated.png,A man swinging a tennis racquet towards a tennis ball.,0.294360466003418
000000237071_generated.png,A man standing on a tennis court holding a tennis racquet.,0.3115135383605957
000000247838_generated.png,A small herd of buffalo resting on the ither side of the stream.,0.3292632293701172
000000059386_generated.png,A group of giraffes stand together feeding on leaves in a large park.,0.32563453674316406
000000262895_generated.png,"A man wearing a tie, jacket and white shirt.",0.2635708427429199
000000481159_generated.png,A horse standing in a field by a fence.,0.3122096633911133
000000455352_generated.png,a bell tower with a clock built inside of it,0.3168436813354492
000000326542_generated.png,there is a male skier going down a hill,0.2735023498535156
000000261796_generated.png,A black and white picture of a large house is shown.,0.30900331497192385
000000250758_generated.png,A zebra standing on a grass covered field.,0.3445692443847656
000000185250_generated.png,A woman standing next to a  brown and white dog.,0.29327457427978515
000000148620_generated.png,a table that has some computers on it,0.3068604850769043
000000025593_generated.png,A stop sign on a post at a public street.,0.26903564453125
000000250205_generated.png,Couple of Seagulls stand next to each other watching the same thing,0.3091598129272461
000000106881_generated.png,A bird sitting perched on a tree branch.,0.28546777725219724
000000213171_generated.png,a boy dressed in a baseball uniform standing in a field.,0.34036659240722655
000000131386_generated.png,A group of airplanes in the sky in formation.,0.32796390533447267
000000577862_generated.png,A giraffe examining the back of another giraffe.,0.31270063400268555
000000255664_generated.png,A yellow dog runs to grab a yellow frisbee in the grass,0.34814544677734377
000000185409_generated.png,A herd of zebra in a grass field.,0.3695117950439453
000000502336_generated.png,A group of people walking down a street next to a tall building.,0.31827396392822266
000000365098_generated.png,An empty boat in the water near a tree,0.33597843170166014
000000133645_generated.png,a small boat in a body of water,0.2762067985534668
